UF,Nom_Mun,PopEst2021,PIB_per_capita,lat,long
PR,Porto Amazonas,4899.0,33301.6,-25.5479008569999,-49.8977742439999
PR,Porto Barreiro,3133.0,54269.08,-25.5474003559999,-52.4076490909999
PR,Porto Rico,2554.0,42532.26,-22.7721751879999,-53.266942582
PR,Porto Vitória,4057.0,24340.57,-26.1637573009999,-51.2277080949999
PR,Prado Ferreira,3806.0,44913.54,-23.037781294000002,-51.4433524419999
PR,Pranchita,5035.0,65434.42,-26.0203756529999,-53.7394117409999
PR,Presidente Castelo Branco,5395.0,27323.94,-23.278949435,-52.1546694909999
PR,Prudentópolis,52776.0,29782.6,-25.210622459999897,-50.980062314
PR,Quarto Centenário,4420.0,82131.21,-24.2799926479999,-53.0762306219999
PR,Quatiguá,7504.0,28269.42,-23.567,-49.913999999999895
PR,Quatro Barras,24253.0,80039.23,-25.369563822545693,-49.076319432934795
PR,Quatro Pontes,4043.0,62721.52,-24.571345112999897,-53.976194114
PR,Quedas do Iguaçu,34707.0,42255.94,-25.452264129,-52.9063013179999
PR,Querência do Norte,12257.0,21471.28,-23.085558713999898,-53.484240037999896
PR,Quinta do Sol,4444.0,57939.58,-23.849031958999902,-52.132583657999895
PR,Quitandinha,19388.0,26262.3,-25.871012160512322,-49.49955917345808
PR,Ramilândia,4500.0,25285.9,-25.119979248999897,-54.029375601999895
PR,Realeza,16976.0,43774.47,-25.7723082909999,-53.5340995049999
PR,Rebouças,14991.0,35785.75,-25.6238703399999,-50.691926589999895
PR,Renascença,6772.0,62394.97,-26.158878371000004,-52.9710677939999
PR,Reserva,26933.0,28122.36,-24.6499999999999,-50.851000000999896
PR,Reserva do Iguaçu,8127.0,31998.12,-25.838136880999897,-52.0293560389999
PR,Ribeirão Claro,10622.0,36125.48,-23.1939999999999,-49.757999999999896
PR,Ribeirão do Pinhal,12869.0,26269.94,-23.408,-50.357000000999896
PR,Rio Azul,15433.0,47275.0,-25.7268924809999,-50.7898047739999
PR,Rio Bom,3162.0,33008.65,-23.762972188999896,-51.4123336389999
PR,Rio Bonito do Iguaçu,13240.0,33349.16,-25.492177942,-52.528632436
PR,Rio Branco do Ivaí,4121.0,28043.39,-24.3198043039999,-51.3143070659999
PR,Rio Branco do Sul,32635.0,42153.61,-25.18578715,-49.31247314
PR,Rio Negro,34645.0,37477.75,-26.092359506999898,-49.78680777299989
PR,Rolândia,68165.0,52447.59,-23.3152543749999,-51.3756450749999
PR,Roncador,9447.0,63312.92,-24.5954700429999,-52.2744714419999
PR,Rosário do Ivaí,4595.0,28266.01,-24.2560677359999,-51.249808373
PR,Sabáudia,6954.0,101429.37,-23.3224001319999,-51.55311141399989
PR,Salgado Filho,3389.0,36692.89,-26.1749804799999,-53.3606883969999
PR,Salto do Lontra,14957.0,35429.43,-25.7840358539999,-53.3094830869999
PR,Santa Amélia,3208.0,31442.18,-23.2659999999999,-50.42399999999989
PR,Santa Cecília do Pavão,3253.0,47193.99,-23.5169999999999,-50.78399999999989
PR,Santa Cruz de Monte Castelo,7705.0,48684.56,-22.9578726529999,-53.2946250609999
PR,Santa Fé,12330.0,25928.17,-23.039752619,-51.8112467599999
PR,Santa Helena,27036.0,54197.49,-24.861422563999998,-54.336252415999894
PR,Santa Inês,1568.0,32841.43,-22.640757185999902,-51.902998794999895
PR,Santa Isabel do Ivaí,8484.0,29837.51,-22.9992494619999,-53.1976371229999
PR,Santa Izabel do Oeste,14924.0,31293.06,-25.8198808689999,-53.4806072929999
PR,Santa Lúcia,3795.0,36922.32,-25.4077212189999,-53.5679697659999
PR,Santa Maria do Oeste,9210.0,29026.17,-24.9390607309999,-51.870827133999896
PR,Santa Mariana,11523.0,42791.96,-23.151,-50.519000000999895
PR,Santa Mônica,4052.0,22463.39,-23.1079518879999,-53.1106717039999
PR,Santa Tereza do Oeste,10055.0,57894.02,-25.0512304579999,-53.616263666
PR,Santa Terezinha de Itaipu,23927.0,28728.52,-25.442479815000002,-54.4051721249999
PR,Santo Antônio da Platina,46503.0,32377.92,-23.295,-50.077000000999895
PR,Santo Antônio do Caiuá,2611.0,20707.25,-22.734929168,-52.3420456719999
PR,Santo Antônio do Paraíso,2032.0,52081.94,-23.4939999999999,-50.6460000009999
PR,Santo Antônio do Sudoeste,20354.0,31852.54,-26.068987219000004,-53.726015217999894
PR,São Carlos do Ivaí,6961.0,56894.74,-23.3167586619999,-52.4760569619999
PR,São Jerônimo da Serra,11088.0,29122.78,-23.728,-50.74099999999989
PR,São João,10122.0,87991.12,-25.8280916009999,-52.7254474949999
PR,São João do Caiuá,5819.0,26569.18,-22.8519739529999,-52.337017585999895
PR,Sarandi,98888.0,20962.06,-23.4425485069999,-51.8699156099999
PR,São João do Ivaí,9897.0,36497.91,-23.9934154159999,-51.8198914859999
PR,São Jorge d'Oeste,9005.0,52566.77,-25.708597339999898,-52.9182051789999
PR,São Jorge do Ivaí,5535.0,72507.92,-23.4362802779999,-52.292590491999896
PR,São Jorge do Patrocínio,5532.0,26281.08,-23.761777789,-53.88112559
PR,São José da Boa Vista,6115.0,37579.8,-23.9159999999999,-49.651999999999894
PR,São José das Palmeiras,3601.0,27502.48,-24.834910019999896,-54.0629532539999
PR,São José dos Pinhais,334620.0,80717.4,-25.532993717,-49.1838595589999
PR,São Mateus do Sul,47137.0,32181.24,-25.872988968,-50.3904820769999
PR,São Miguel do Iguaçu,27696.0,53082.67,-25.3494879519999,-54.2420209639999
PR,São Pedro do Iguaçu,5745.0,43023.44,-24.9336591229999,-53.8578887059999
PR,São Pedro do Ivaí,11109.0,33318.9,-23.8680020349999,-51.8550831159999
PR,São Pedro do Paraná,2265.0,39882.77,-22.824307326999897,-53.2225278409999
PR,São Sebastião da Amoreira,8865.0,33860.14,-23.4649999999999,-50.760999999999896
PR,Sapopema,6708.0,22942.31,-23.910999999999902,-50.580000000999895
PR,Saudade do Iguaçu,5578.0,140973.05,-25.695221671000002,-52.6181981289999
PR,Sengés,19441.0,34196.93,-24.1129999999999,-49.4639999999999
PR,Serranópolis do Iguaçu,4460.0,65324.84,-25.3819420059999,-54.0536698409999
PR,Sertanópolis,16456.0,41980.09,-23.058630531999896,-51.037993147
PR,Siqueira Campos,21476.0,32901.6,-23.6889999999999,-49.8339999999999
PR,Sulina,2880.0,55046.1,-25.7011117839999,-52.721821723999895
PR,Tamarana,15277.0,25633.93,-23.7230782189999,-51.0945801979999
PR,Tamboara,5196.0,24312.5,-23.1997499899999,-52.498433131
PR,Tapejara,16480.0,30138.8,-23.733969452999897,-52.866044480999896
PR,Tapira,5452.0,28143.29,-23.319094052999997,-53.07015493899989
PR,Teixeira Soares,12761.0,48305.51,-25.37544663305519,-50.463750740473756
PR,Telêmaco Borba,80588.0,60971.64,-24.324,-50.61599999999989
PR,Terra Boa,17304.0,32908.97,-23.76927825,-52.4463436549999
PR,Terra Rica,17054.0,22058.69,-22.7264015559999,-52.6203514259999
PR,Terra Roxa,17562.0,50881.4,-24.166842937,-54.0967787709999
PR,Tibagi,20688.0,69611.31,-24.509,-50.413999999999895
PR,Tijucas do Sul,17295.0,33328.52,-25.922790791999898,-49.1814047099999
PR,Toledo,144601.0,51745.73,-24.730672029999898,-53.7379559689999
PR,Tomazina,7699.0,42105.95,-23.7779999999999,-49.949999999999896
PR,Três Barras do Paraná,12036.0,36223.55,-25.4224006379999,-53.1834060389999
PR,Tunas do Paraná,9269.0,15551.33,-24.9739999999999,-49.086000000000006
PR,Tuneiras do Oeste,8502.0,27492.5,-23.869030360999897,-52.87597305199989
PR,Tupãssi,8105.0,53232.85,-24.585304797999896,-53.5132098129999
PR,Turvo,12977.0,46362.98,-25.043369059999897,-51.537867954999896
PR,Ubiratã,20809.0,82368.19,-24.5429113019999,-52.98903194100001
PR,União da Vitória,58298.0,33607.71,-26.228298781562565,-51.09082697839766
PR,Uniflor,2623.0,38081.98,-23.0860918849999,-52.1583733049999
PR,Ventania,12267.0,28338.49,-24.2459999999999,-50.242999999999896
PR,Vera Cruz do Oeste,8389.0,40663.64,-25.0585854419999,-53.877183243999895
PR,Verê,7094.0,70446.49,-25.8793955179999,-52.907234931999895
PR,Virmond,4051.0,46837.97,-25.3820293359999,-52.2026989989999
PR,Vitorino,6879.0,72445.13,-26.266056041000002,-52.7795783419999
PR,Wenceslau Braz,19358.0,36742.11,-23.8739999999999,-49.8029999999999
PR,Xambrê,5584.0,21426.52,-23.735102239999897,-53.4895203259999
BA,Ribeirão do Largo,4896.0,22675.04,-15.459140677163765,-40.74135986982941
BA,Una,18108.0,18605.54,-15.2937117009999,-39.074989885
BA,Uruçuca,20312.0,14575.09,-14.591073934,-39.285106428999896
SP,Aramina,5689.0,26415.31,-20.08857472157173,-47.7882430762639
BA,Prado,28214.0,22139.06,-17.3257066469999,-39.227659748
BA,Vereda,6105.0,15186.69,-17.2230942509999,-40.0850144749999
BA,Itanhém,19231.0,15276.69,-17.1660626819999,-40.3303938129999
BA,Itororó,20394.0,12310.7,-15.1181721629999,-40.068296075
BA,Mortugaba,12063.0,8854.99,-15.0226307309999,-42.369706992
BA,Mascote,13619.0,11858.24,-15.564815073,-39.302121808
BA,Palmas de Monte Alto,21840.0,10905.54,-14.263261872894743,-43.16618445775756
BA,Caculé,23407.0,15563.12,-14.498020321999899,-42.22202835699989
BA,Potiraguá,6623.0,17359.62,-15.593197732,-39.8743412749999
BA,Rio do Antônio,15521.0,7454.11,-14.4094762289999,-42.0748621609999
BA,Cordeiros,8667.0,8165.47,-15.039164798999899,-41.931873847
BA,Maiquinique,10294.0,19907.79,-15.621801805,-40.265739413999896
BA,Canavieiras,30722.0,12876.82,-15.674363451,-38.949538030999996
BA,Itabuna,214123.0,19618.7,-14.7910556259999,-39.2802399569999
BA,Macarani,19056.0,11918.82,-15.563783375999899,-40.424327516999895
BA,São José da Vitória,5562.0,12061.38,-15.080680107000001,-39.33841147
BA,Lagoa Real,15870.0,7536.82,-14.034042272,-42.14141867
BA,Pindaí,16308.0,18183.92,-14.491264046,-42.687109536
BA,Candiba,14415.0,9769.54,-14.413827496,-42.871054
BA,Itarantim,19937.0,16610.89,-15.653286828,-40.060437667
BA,Buerarema,18269.0,11436.46,-14.956059535000001,-39.302747403000005
BA,Ibicaraí,21083.0,9808.89,-14.8652693659999,-39.5874361739999
BA,Jacaraci,14855.0,8274.98,-14.8431079109999,-42.432079797
BA,Itapetinga,77408.0,18952.34,-15.247532999999999,-40.248236
BA,Pau Brasil,9550.0,11070.88,-15.463206734000002,-39.65187966
BA,Itambé,22474.0,13117.21,-15.2440401059999,-40.6241826999999
BA,Jussari,5706.0,12528.13,-15.187972782,-39.494144278
BA,Santa Cruz da Vitória,6241.0,11405.46,-14.961078087,-39.810077392000004
BA,Santa Luzia,12308.0,10098.66,-15.431225092,-39.332056754999904
BA,Teolândia,15097.0,14358.22,-13.599437097,-39.492485598
BA,Firmino Alves,5641.0,12562.8,-14.987539543,-39.9238312379999
BA,Ibiassucê,8849.0,11182.71,-14.270134438,-42.257117243
SP,Barretos,123546.0,47783.95,-20.5569999979999,-48.568000008000006
BA,Arataca,10904.0,9308.59,-15.260368742999999,-39.41319514600001
BA,Barro Preto,5312.0,15044.1,-14.8097543871027,-39.4733346713801
BA,Caetité,51184.0,21464.71,-14.065372390999899,-42.48582563
BA,Camacan,32023.0,11067.74,-15.4155933669999,-39.4944044969999
BA,Condeúba,17113.0,9996.28,-14.902919703,-41.973495992
BA,Guanambi,85353.0,19386.67,-14.221310353,-42.778855402000005
BA,Encruzilhada,15914.0,16098.09,-15.532466112000002,-40.9076326979999
BA,Floresta Azul,10525.0,9648.1,-14.858577963,-39.6564792839999
BA,Itajuípe,20309.0,12583.72,-14.676541392999999,-39.373919596
BA,Itaju do Colônia,6515.0,13741.79,-15.142376031000001,-39.723472392
BA,Itapebi,10173.0,32993.84,-15.970573569,-39.531922965
PR,Piraquara,116852.0,13213.37,-25.44845915303693,-49.0653019378227
SP,Rio das Pedras,36233.0,49338.49,-22.843788779871236,-47.608498573835845
SP,Guaraci,11382.0,32986.54,-20.49957012376295,-48.94490132838716
SP,Guarujá,324977.0,32292.29,-23.978997651550078,-46.20945015922654
PB,Riachão do Poço,4571.0,12291.97,-7.1466601157762,-35.26361622684764
SC,Alfredo Wagner,10136.0,33191.8,-27.699809283545292,-49.33478765850622
SC,Bombinhas,20889.0,41998.46,-27.179751744441795,-48.50263047407677
PI,Cocal dos Alves,6180.0,9216.79,-3.6001408451174814,-41.44318371562551
MG,Ponto Chique,4305.0,12096.62,-16.6318180989999,-45.064100808
MG,Cônego Marinho,7730.0,8212.18,-15.298704126,-44.412925816000005
CE,Itarema,42595.0,18001.79,-2.9210642370896287,-39.91450048374015
CE,Jijoca de Jericoacoara,20351.0,27106.16,-2.8954827958517355,-40.44900022980122
CE,Acaraú,63556.0,16051.99,-2.8822515445489443,-40.12014946575112
CE,Cruz,25121.0,14834.67,-2.9177346144987366,-40.171352685875384
PE,Olinda,393734.0,14700.91,-8.013359212999939,-34.851669371
MG,Cabeceira Grande,7025.0,67955.62,-16.027050049,-47.087899893
RN,Felipe Guerra,6009.0,28927.71,-5.6019761827742105,-37.688530885778114
PI,Assunção do Piauí,7879.0,8156.68,-5.864413945863414,-41.04899753413676
RN,Afonso Bezerra,11024.0,12542.16,-5.501126947238797,-36.5066224495473
RN,Alto do Rodrigues,14923.0,41300.47,-5.2903134186363046,-36.7625043635675
PI,Cocal,27901.0,9776.23,-3.4709181447478,-41.55793563363209
PI,Brasileira,8364.0,8288.44,-4.13119447094313,-41.78105087013594
PI,Bom Princípio do Piauí,5670.0,12374.89,-3.192189653192686,-41.644403200999896
PI,Jatobá do Piauí,4885.0,12026.02,-4.770070666387839,-41.81893711813898
PI,Pedro II,38812.0,9952.46,-4.425091909141902,-41.45867274196187
PI,Piripiri,63829.0,14362.92,-4.273527790863043,-41.7773710532559
PI,Sigefredo Pacheco,10074.0,7758.71,-4.918137998179067,-41.7316591702425
PE,Gameleira,31578.0,8685.09,-8.58358795099997,-35.385864979000004
AL,Jequiá da Praia,11495.0,33230.86,-10.011307372,-36.021327135
PE,Água Preta,37386.0,6950.9,-8.70989281399994,-35.5235702809999
PE,Cortês,12543.0,9686.87,-8.47213365899995,-35.54277102
PE,Ipojuca,99101.0,150647.79,-8.39863082899996,-35.063652573
PE,Barra de Guabiraba,14632.0,10042.58,-8.416895607999951,-35.66314426100001
PE,Belém de Maria,12169.0,8176.47,-8.62417971999997,-35.840589188
PE,Bonito,38101.0,14155.54,-8.47123362499997,-35.733278355
PE,Jaqueira,11632.0,9611.54,-8.72804351299993,-35.797780839
PE,Agrestina,25240.0,13980.13,-8.45563302399995,-35.948086626
RN,Jandaíra,6907.0,14685.2,-5.354778335170127,-36.12792430444371
SE,Brejo Grande,8396.0,11420.45,-10.429579969431696,-36.46753872351919
SE,Neópolis,18688.0,17710.07,-10.319622439999899,-36.583985006
SE,Pacatuba,14650.0,16153.08,-10.4515392279999,-36.648072089
SE,Santana do São Francisco,7906.0,13505.26,-10.2923812339999,-36.607604548000005
RN,Pedra Preta,2419.0,14934.93,-5.582172368568057,-36.10503451164964
SE,Areia Branca,18825.0,13400.43,-10.760201905,-37.311476037000006
SE,Barra dos Coqueiros,31439.0,82114.31,-10.904195477,-37.0331162059999
AL,Porto Real do Colégio,20158.0,13337.96,-10.1855181719999,-36.836357993
SE,Itabi,4869.0,16662.02,-10.127354225000001,-37.10266602
AL,Cacimbinhas,10920.0,12862.72,-9.39983712499998,-36.989626557
AL,Canapi,17715.0,9397.43,-9.121104595999949,-37.5969245699999
MG,Jaíba,39850.0,21310.16,-15.352498115999898,-43.6673783849999
MG,Guarda-Mor,6558.0,114474.42,-17.770312354999902,-47.096392786
MG,Vazante,20692.0,56478.26,-17.9902238569999,-46.900882483
PE,Barreiros,42866.0,11757.3,-8.81322539699994,-35.197605417
AL,Arapiraca,234309.0,25248.44,-9.743624465999968,-36.6567692899999
AL,Coqueiro Seco,5882.0,16327.02,-9.63406850999996,-35.795508841
AL,Belém,4226.0,45271.74,-9.570864185999941,-36.491751796
AL,Água Branca,20263.0,10001.22,-9.26150073399998,-37.9355008919999
AL,Delmiro Gouveia,52501.0,12834.04,-9.38360454599996,-38.003288169
AL,Coruripe,57647.0,30919.95,-10.1260971209999,-36.177878973
AL,Capela,16907.0,14667.35,-9.41149666299998,-36.0804694359999
AL,Japaratinga,8444.0,29841.33,-9.08797414099996,-35.259370324
AL,Cajueiro,21397.0,9714.88,-9.392630349999928,-36.153617364999896
AL,Craíbas,24396.0,19704.12,-9.61996691399997,-36.7690697269999
AL,Batalha,18440.0,12469.24,-9.673450666999939,-37.12788954
AL,Carneiros,9568.0,9487.37,-9.48370265399996,-37.375940758
AL,Jacuípe,6992.0,27819.57,-8.842797930999948,-35.457867751
AL,Jaramataia,5751.0,13542.28,-9.65930821799998,-37.001725829
AL,Girau do Ponciano,41549.0,13225.91,-9.885063929999939,-36.82682725
AL,Jacaré dos Homens,5185.0,14453.21,-9.634638745999949,-37.2048006969999
AL,Lagoa da Canoa,17692.0,15431.61,-9.82938638499996,-36.7401242189999
AL,Feira Grande,22192.0,19265.73,-9.898610960999969,-36.679015292
AL,Feliz Deserto,4803.0,34150.21,-10.2936881639999,-36.307551502
AL,Atalaia,47540.0,31559.62,-9.513322290999948,-36.0057232839999
AL,Colônia Leopoldina,21935.0,18115.76,-8.91240061099995,-35.723677986
AL,Estrela de Alagoas,18304.0,8431.41,-9.388967325999939,-36.760010097999995
AL,Barra de Santo Antônio,16201.0,16172.16,-9.404076809999939,-35.510496798
AL,Campo Alegre,57997.0,12667.0,-9.785374159999948,-36.3501099109999
AL,Campo Grande,9576.0,11081.26,-9.95717399499995,-36.791514723
AL,Dois Riachos,11059.0,9516.99,-9.38743629199996,-37.089674978999895
AL,Anadia,17507.0,14306.13,-9.68389872999995,-36.302953233000004
AL,Igreja Nova,24670.0,23178.66,-10.1283905779999,-36.657105998
AL,Boca da Mata,27429.0,18448.64,-9.645692691999951,-36.207294502
RN,Porto do Mangue,6605.0,22630.26,-5.06733093899993,-36.780030015
MG,São Romão,12713.0,19123.79,-16.3671301219999,-45.068628904
RN,Campo Grande,9686.0,10877.1,-5.864606941709671,-37.310185112392155
RN,Areia Branca,28156.0,33242.44,-4.956248042651536,-37.13595253896423
RN,Baraúna,29112.0,25638.97,-5.079761833267147,-37.61667197767379
PE,Iati,19284.0,10153.51,-9.04368270499998,-36.84651052899989
MG,Lagoa Grande,9681.0,30214.48,-17.84357184,-46.518750497
SE,Cumbe,4008.0,17337.61,-10.3554041319999,-37.182527751
BA,Santa Brígida,13917.0,8574.39,-9.73503283299993,-38.128861054999994
PI,Santa Cruz dos Milagres,4046.0,11238.76,-5.804852582360171,-41.955991902196885
PI,São Miguel do Tapuio,17617.0,9273.86,-5.50292589846558,-41.32216868518831
PI,São João da Serra,6106.0,9781.02,-5.5151031895318114,-41.89842685376658
MG,João Pinheiro,47990.0,44929.59,-17.741834619000002,-46.1760104689999
MG,Bonfinópolis de Minas,5397.0,84995.13,-16.565960423,-45.988106678
PI,São José do Divino,5361.0,11892.03,-3.8108417696427144,-41.83225630440776
PE,Tacaratu,26439.0,9530.56,-9.10339132999997,-38.1498408859999
BA,Fátima,17801.0,15735.76,-10.594011343,-38.211656116
BA,Banzaê,13251.0,8572.74,-10.583041884999899,-38.613117034
BA,Cícero Dantas,32636.0,12258.65,-10.595186027,-38.3829683499999
AL,Limoeiro de Anadia,28904.0,23703.54,-9.74071190299998,-36.503457467
RN,Caiçara do Norte,6572.0,17069.03,-5.06186680930833,-36.050400659724005
RN,Galinhos,2903.0,56016.95,-5.091848660924611,-36.27448214976982
RN,Guamaré,16261.0,125585.4,-5.106927582654113,-36.31739701432767
RN,Macau,32260.0,34442.75,-5.1164425146265895,-36.63462103233713
AL,Murici,28428.0,20687.62,-9.30489543299996,-35.94481986499989
AL,Messias,18201.0,12147.11,-9.39309780899993,-35.8395329149999
SE,Simão Dias,40724.0,19408.9,-10.739119914,-37.809759142000004
SE,Cedro de São João,5929.0,10843.89,-10.251726114999899,-36.8811956489999
SE,Gracho Cardoso,5831.0,17318.21,-10.2299496479999,-37.197038858
SE,Aquidabã,21796.0,13207.67,-10.284315566,-37.0202093359999
SE,Gararu,11599.0,15476.38,-9.96773976199995,-37.082181917
SE,Japoatã,13422.0,15694.65,-10.344494583,-36.798295642
AL,Santana do Ipanema,47910.0,13489.5,-9.36897711899996,-37.24844795
AL,Poço das Trincheiras,14447.0,8693.95,-9.30487555199994,-37.2847801409999
AL,Ouro Branco,11573.0,9543.68,-9.161032177999969,-37.357592059999895
PE,Águas Belas,43923.0,9132.13,-9.11113717199993,-37.121640207
SE,Ilha das Flores,8522.0,11947.29,-10.4361605689915,-36.5357871312538
AL,Olho d'Água do Casado,9507.0,9775.21,-9.50365074899997,-37.827045066000004
AL,Barra de São Miguel,8434.0,28270.19,-9.83398169399993,-35.890299179
AL,Flexeiras,12823.0,23221.2,-9.27643979799996,-35.724440639
SE,Nossa Senhora do Socorro,187733.0,17219.66,-10.841530787999899,-37.064517480999896
AL,Olho d'Água das Flores,21690.0,12529.97,-9.533458249999969,-37.295802287
RN,Apodi,35904.0,19763.55,-5.66478451125731,-37.798817391485954
RN,Caraúbas,20588.0,18149.44,-5.7958134990992844,-37.559014269923864
RN,Mossoró,303792.0,26570.03,-5.192183847023318,-37.34105031949897
RN,São Bento do Norte,2687.0,204407.46,-5.065334342433437,-36.03940902863353
RN,Umarizal,10485.0,14421.3,-5.991310179404665,-37.81276531378248
RN,Viçosa,1731.0,13425.15,-5.994238317104948,-37.94522511174269
RN,Olho d'Água do Borges,4231.0,11234.48,-5.956274153025681,-37.707149722848804
GO,Campo Alegre de Goiás,7884.0,107398.29,-17.634775947999998,-47.7746348429999
GO,Vila Boa,6451.0,27886.97,-15.034124330999898,-47.0529305319999
GO,Cabeceiras,8098.0,58772.45,-15.806222584,-46.92377426
GO,Formosa,125705.0,25836.62,-15.551716913,-47.332003447
GO,Planaltina,91345.0,15906.74,-15.446315168,-47.611930007
GO,Luziânia,214645.0,25322.67,-16.2352941959999,-47.928774367
GO,Cristalina,61385.0,74974.64,-16.76602437,-47.60179577699989
GO,Valparaíso de Goiás,175720.0,16870.66,-16.064280094999997,-47.9739321549999
GO,Cidade Ocidental,74370.0,13528.98,-16.100679876,-47.94300851
CE,Coreaú,23340.0,9643.95,-3.55213422099996,-40.6536378019999
CE,Itaitinga,38661.0,32560.63,-3.9733073701137833,-38.53030498631562
CE,Iracema,14351.0,13607.57,-5.813030746132444,-38.30442718246438
CE,Jaguaretama,18133.0,12498.97,-5.6119537268730895,-38.76689640399121
CE,Jaguaribe,34592.0,16222.68,-5.886278804737115,-38.62178190657743
CE,Jaguaribara,11580.0,13298.99,-5.460539878988358,-38.462883214498525
CE,Maracanaú,230986.0,53410.24,-3.8772125596817673,-38.625244255460856
CE,Maranguape,131677.0,12527.08,-3.89112652849281,-38.68458337474931
CE,Martinópole,11407.0,8444.53,-3.223228526986115,-40.695416487356425
CE,Moraújo,8833.0,8555.95,-3.4667720992331708,-40.68111481934765
CE,Morada Nova,61590.0,20731.68,-5.106329620300065,-38.372459864257245
CE,São Gonçalo do Amarante,49306.0,175103.17,-3.607729771796493,-38.96772915630423
CE,Pacatuba,85647.0,14421.49,-3.985719071538025,-38.62095210433318
CE,Potiretama,6455.0,14998.54,-5.723450149771343,-38.155700412253786
CE,Tianguá,77111.0,22470.08,-3.7308306646114495,-40.991793975697966
CE,Barroquinha,15069.0,8848.31,-3.019333792075164,-41.13644957402212
CE,Frecheirinha,14195.0,19437.91,-3.7596873405902986,-40.816832187417546
CE,Forquilha,24680.0,12356.43,-3.799356873342604,-40.2591017660799
CE,Ipueiras,38064.0,8620.09,-4.542148343235812,-40.719151585575304
CE,Ipaporanga,11597.0,9841.12,-4.900426660692571,-40.7592395472072
CE,Ipu,42148.0,12333.79,-4.322563638053661,-40.71046126240444
CE,Itaiçaba,7904.0,10482.61,-4.675699421126179,-37.82087355246141
CE,Meruoca,15309.0,8445.56,-3.539812801102425,-40.45564964432607
CE,Massapê,39341.0,9626.56,-3.52392366991591,-40.34194701283703
CE,Miraíma,13965.0,8062.95,-3.5704127531220378,-39.9695615307771
CE,Nova Russas,32487.0,10371.24,-4.705251390695043,-40.565435459891326
CE,Pacujá,6565.0,9130.3,-3.9789284002444525,-40.69795101963273
CE,Novo Oriente,28737.0,9854.38,-5.535484069475262,-40.77494869411253
CE,Quiterianópolis,21246.0,8694.35,-5.843183076892705,-40.70080875047501
CE,São Luís do Curu,13086.0,10171.88,-3.672671023049929,-39.24103533976675
CE,Pentecoste,38045.0,12741.76,-3.789627442185919,-39.27633554792137
CE,Senador Sá,7758.0,8090.43,-3.353028573086594,-40.46447074238679
CE,Sobral,212437.0,25396.38,-3.6913083268754106,-40.347810359024834
CE,Uruoca,13988.0,21318.78,-3.3144047803140797,-40.55730107705722
CE,Viçosa do Ceará,61916.0,9744.18,-3.5648576745208675,-41.09165403660898
CE,Acarape,15140.0,11888.66,-4.225673486275685,-38.704897815261155
CE,Capistrano,17830.0,9916.38,-4.467052202518209,-38.89913251557751
CE,Guaiúba,26508.0,8751.83,-4.037862096484166,-38.63347015378004
CE,Horizonte,69688.0,30381.03,-4.099037963808511,-38.495071764785024
CE,Itapiúna,20653.0,8246.45,-4.563907186177975,-38.92215095300955
CE,Independência,26196.0,11712.06,-5.394898144392974,-40.310452237067
CE,Jaguaruana,33960.0,16694.97,-4.8358342300744255,-37.7809389737365
CE,Mulungu,11056.0,11197.64,-4.303446977929983,-38.99430879162607
CE,Monsenhor Tabosa,17264.0,9308.34,-4.790510198417226,-40.06341378425186
CE,Madalena,20031.0,8728.0,-4.854965691070202,-39.575535143999986
CE,Palhano,9458.0,10443.35,-4.74453986669179,-37.959181159089546
CE,Pacajus,74145.0,18349.45,-4.172245665721465,-38.464030570211094
CE,Pacoti,12313.0,12049.56,-4.22556315810119,-38.92234651441088
CE,Palmácia,13553.0,8494.35,-4.147520268106008,-38.846966229747885
CE,Redenção,29238.0,14018.29,-4.225003091546532,-38.72975158805052
CE,Ocara,25958.0,10972.95,-4.491260979726001,-38.59629958665605
CE,Santa Quitéria,43719.0,14495.07,-4.329577792785599,-40.156825320627874
CE,Quixadá,88899.0,12484.6,-4.967602749528617,-39.01710629264574
CE,Tamboril,26199.0,10773.18,-4.833007572015323,-40.31965486860939
CE,Varjota,18520.0,20292.61,-4.194865405817858,-40.47551712635857
CE,Itatira,22018.0,7903.96,-4.530359789843695,-39.62235488239458
CE,Icapuí,20183.0,20364.73,-4.71240758222172,-37.35515248359332
CE,Itapipoca,131687.0,13547.33,-3.5013429392003967,-39.581379143255106
CE,Mombaça,43917.0,10174.82,-5.7425258704532345,-39.627641024705035
CE,Milhã,13129.0,14874.7,-5.681121593948541,-39.195819513379845
CE,Marco,27822.0,14052.51,-3.1232404227910404,-40.14699742532325
CE,Morrinhos,22830.0,8462.73,-3.2285035678487404,-40.127850351591924
CE,Mucambo,14561.0,9016.67,-3.9085592660790036,-40.74655113066096
CE,Pedra Branca,43359.0,8992.69,-5.454230585039562,-39.715756924151876
CE,Piquet Carneiro,17210.0,9418.47,-5.80337676944423,-39.417400549807844
CE,Senador Pompeu,25418.0,13859.14,-5.5868524021468735,-39.372227422400684
CE,Santana do Acaraú,32851.0,8525.54,-3.4568855145639183,-40.21171025566044
CE,Paraipaba,33232.0,16102.82,-3.437942036808699,-39.147132339208014
CE,São Benedito,48354.0,12970.59,-4.0482087795454085,-40.86505320663618
CE,Solonópole,18389.0,16492.67,-5.731791320915427,-39.0059077421184
CE,Tabuleiro do Norte,32079.0,14046.37,-5.246086192563959,-38.13045977872628
