UF,Nom_Mun,PopEst2021,PIB_per_capita,lat,long
RS,Coronel Bicaco,7213.0,71419.97,-27.717013704,-53.7079900979999
RS,Derrubadas,2718.0,54601.48,-27.2654175399999,-53.8617479329999
RS,Dois Irmãos das Missões,1992.0,99996.91,-27.657789036999898,-53.53176794299989
RS,Erval Seco,6697.0,52854.5,-27.549876543999897,-53.508315981
RS,Espumoso,15594.0,71380.17,-28.724999999999902,-52.8499999949999
RS,Estrela Velha,3646.0,54145.31,-29.1769999999999,-53.15899999999989
RS,Fortaleza dos Valos,4252.0,132824.77,-28.7969999999999,-53.22299998999989
RS,Gramado Xavier,4378.0,25007.13,-29.2679999999999,-52.5789999989999
RS,Humaitá,4712.0,48651.94,-27.565509662999897,-53.967465048
RS,Ibirubá,20474.0,84109.24,-28.6279999999999,-53.089999991999896
RS,Lagoa dos Três Cantos,1604.0,97967.03,-28.570999999999902,-52.8579999949999
RS,Miraguaí,4899.0,38862.02,-27.4966165509999,-53.6862774109999
RS,Mormaço,3139.0,48847.68,-28.692,-52.69199999599989
RS,Palmitinho,7056.0,38497.82,-27.352608405,-53.55715265599989
RS,Pinhal Grande,4309.0,216252.56,-29.33686404106319,-53.340863746772044
RS,Redentora,11782.0,19767.66,-27.662279712999897,-53.6401933379999
RS,Salto do Jacuí,12512.0,96983.27,-29.0879999999999,-53.212999999999894
RS,Santa Bárbara do Sul,7813.0,171000.57,-28.3579999999999,-53.246999990999896
RS,São Martinho,5336.0,66347.14,-27.7087241719999,-53.9656358109999
RS,Sede Nova,2875.0,54794.43,-27.6341770999999,-53.9503730149999
RS,Selbach,5114.0,73361.94,-28.628999999999902,-52.952999993999896
RS,Tapera,10569.0,60580.29,-28.6259999999999,-52.8699999949999
RS,Tenente Portela,13385.0,43273.27,-27.3706345569999,-53.7572427119999
RS,Três Passos,23799.0,43406.37,-27.4548739409999,-53.9321056919999
RS,Tunas,4585.0,26356.28,-29.103,-52.9559999999999
RS,Vista Alegre,2726.0,50279.94,-27.3699550939999,-53.4914163599999
RS,Augusto Pestana,6545.0,77033.28,-28.514436252234844,-53.99263772183325
RS,Alegria,3287.0,47648.88,-27.832892463217444,-54.057586207521645
RS,Catuípe,8631.0,73932.28,-28.2499999999999,-54.011999999999894
RS,Chiapetta,3684.0,105546.96,-27.920462243999896,-53.941077322
RS,Crissiumal,13269.0,38358.26,-27.4999940039999,-54.1009694499999
RS,Doutor Maurício Cardoso,4380.0,59542.4,-27.5059205349999,-54.3610631649999
RS,Giruá,15729.0,76479.16,-28.0279999999999,-54.349999999999895
RS,Horizontina,19446.0,134124.88,-27.6259761729999,-54.3080537069999
RS,Ijuí,84041.0,61760.07,-28.3880000009999,-53.9149999759999
RS,Inhacorá,2207.0,50093.22,-27.883066718,-54.0169705679999
RS,Júlio de Castilhos,19159.0,100483.88,-29.2269999999999,-53.681999999999896
RS,Nova Candelária,2677.0,85704.31,-27.6069343919999,-54.1069334619999
RS,Nova Ramada,2195.0,138805.04,-28.064000001000004,-53.696999983
RS,Novo Machado,3191.0,58399.67,-27.5739862139999,-54.5049903809999
RS,Panambi,44583.0,71052.72,-28.2929999999999,-53.5019999869999
RS,Parobé,59419.0,23398.44,-29.629035444,-50.8349545029999
RS,Pejuçara,3840.0,120888.24,-28.4230000009999,-53.655999982999894
RS,Santa Rosa,73882.0,50513.48,-27.8709639689999,-54.48102264199989
RS,Santo Ângelo,77544.0,41012.36,-28.2989999999999,-54.2629999999999
RS,Santo Antônio da Patrulha,43397.0,38723.81,-29.8179501279999,-50.52003790599989
RS,Santo Augusto,13813.0,61423.02,-27.8497773639999,-53.777966912000004
RS,São José do Inhacorá,2040.0,90094.6,-27.7249456389999,-54.12900492199989
RS,São Valério do Sul,2732.0,33099.83,-27.788605442999902,-53.9360291129999
RS,Sete de Setembro,1931.0,54712.96,-28.1309999999999,-54.462999999999894
RS,Tiradentes do Sul,5532.0,35473.86,-27.398012071999897,-54.084008051
RS,Três Coroas,28948.0,27813.49,-29.517013103,-50.7779495929999
RS,Três de Maio,23846.0,56767.21,-27.7731698629999,-54.23998619299989
RS,Tucunduva,5612.0,46209.93,-27.656984278999897,-54.4400202289999
RS,Tupanciretã,24182.0,84856.89,-29.0809999999999,-53.836000000000006
RS,Tuparendi,7730.0,49616.17,-27.7560317329999,-54.482027345999896
RS,Alvorada,212352.0,15550.82,-29.9976099530635,-51.07778157382824
RS,Canoas,349728.0,62892.77,-29.915747602,-51.1821007459999
RS,Capivari do Sul,4793.0,80707.69,-30.1450000009999,-50.514999999999894
RS,Dois Irmãos,33547.0,65238.03,-29.5824981419999,-51.096292994
RS,Esteio,83352.0,44988.45,-29.8509411339999,-51.1796264479999
RS,Feliz,13728.0,42930.67,-29.4509999999999,-51.3059999999999
RS,Glorinha,8304.0,55622.0,-29.880262984369324,-50.78319959587255
RS,Gramado,36864.0,72103.34,-29.3789993709999,-50.874050174999894
RS,Gravataí,285564.0,35934.57,-29.9361954809999,-51.0167177189999
RS,Guaíba,98331.0,84254.24,-30.1139999769999,-51.32500000699989
RS,Lindolfo Collor,6193.0,59074.46,-29.596999999999902,-51.2089999999999
RS,Linha Nova,1724.0,38038.69,-29.4679999999999,-51.200999999999894
RS,Morro Reuter,6570.0,41729.98,-29.538,-51.0809999999999
RS,Mostardas,12888.0,49916.42,-31.1069999999999,-50.92099999999989
RS,Nova Hartz,22147.0,36379.38,-29.582947811999897,-50.9020261289999
RS,Nova Santa Rita,30482.0,81606.01,-29.85057201252164,-51.27601021565207
RS,Novo Hamburgo,247303.0,40589.43,-29.6850054729999,-51.1411490209999
RS,Picada Café,5780.0,66860.05,-29.4532112859999,-51.1339758049999
RS,Portão,38081.0,43654.26,-29.698237865000003,-51.2368241909999
RS,Presidente Lucena,2972.0,71942.18,-29.517085059000003,-51.17739630199989
RS,Salvador do Sul,7975.0,42339.98,-29.441933021999898,-51.511535552999895
RS,Santa Maria do Herval,6382.0,43780.58,-29.498016956,-50.9930391139999
RS,São José do Hortêncio,4924.0,23936.9,-29.524739172,-51.248575282999894
RS,São Leopoldo,240378.0,45159.57,-29.7607833689999,-51.1516617819999
RS,São Pedro da Serra,3881.0,29174.82,-29.4204816089999,-51.5107515239999
RS,Sapucaia do Sul,142508.0,29500.52,-29.8223805919999,-51.1474034219999
RS,Tavares,5484.0,22657.34,-31.28913792198448,-51.09168047087696
RS,Vale Real,6046.0,32797.33,-29.3982170439999,-51.253421716999895
RS,Viamão,257330.0,16846.27,-30.0810000009999,-51.0230000489999
RS,Cristal,8121.0,38037.96,-31.003001341999898,-52.0499468209999
RS,Herveiras,3019.0,23564.77,-29.454356233999896,-52.650535528999896
RS,Ibiraiaras,7267.0,55000.81,-28.370079697999902,-51.6369192779999
RS,Lagoão,6469.0,23912.37,-29.223157630999896,-52.7720430939999
RS,Minas do Leão,8130.0,34338.93,-30.1269999959999,-52.047999999999895
RS,Nova Prata,28021.0,61740.72,-28.7824905729999,-51.6100203659999
RS,Passo do Sobrado,6612.0,34730.74,-29.7479999999999,-52.2749999999999
RS,Pelotas,343826.0,31347.6,-31.7716040369999,-52.343802442999895
RS,Protásio Alves,1929.0,48347.62,-28.758785748999898,-51.4739660139999
RS,Rio Pardo,38257.0,36346.75,-29.989722219999898,-52.37805556
RS,Saldanha Marinho,2596.0,97938.15,-28.3929323969999,-53.095545099999896
RS,Santa Cruz do Sul,132271.0,74205.0,-29.7179999999999,-52.425999999999895
RS,São José do Norte,27866.0,28446.79,-32.014999999999894,-52.0419999969999
RS,São Lourenço do Sul,43501.0,39103.99,-31.3650692639999,-51.977876050999996
RS,Sertão Santana,6586.0,47793.25,-30.46426959736,-51.6077225924278
RS,Sinimbu,10152.0,21028.34,-29.5389999999999,-52.5219999999999
RS,Tapes,17363.0,34781.51,-30.6750478845929,-51.4008798313509
RS,Turuçu,3408.0,48041.68,-31.4219952539999,-52.1780022059999
RS,Vale do Sol,11873.0,22969.08,-29.6038499819999,-52.6863390259999
RS,Vale Verde,3531.0,36944.67,-29.7869999999999,-52.1839999999999
RS,Venâncio Aires,72373.0,51566.6,-29.6059999999999,-52.192
PR,Farol,2995.0,72035.16,-24.0937996849999,-52.6223745259999
SP,Paulicéia,7540.0,26544.4,-21.3179461249999,-51.8311230759999
SP,Santa Mercedes,2947.0,23436.56,-21.3509131419999,-51.754912002999895
MS,Rio Verde de Mato Grosso,20025.0,31622.15,-18.917869777,-54.844656917
MS,Rio Negro,4758.0,28229.7,-19.4485395689999,-54.987174862
SC,Calmon,3325.0,29378.94,-26.602229206999898,-51.0996541809999
SC,Frei Rogério,1918.0,53228.76,-27.174576925999897,-50.80794323599989
RS,Boqueirão do Leão,7691.0,19554.48,-29.3011744499999,-52.4299794499999
RS,Cachoeira do Sul,81552.0,43440.91,-30.0389999999999,-52.8939999929999
RS,Cacique Doble,5083.0,33294.25,-27.769066021,-51.666782383999895
RS,Candelária,31475.0,34255.3,-29.6689999999999,-52.788999999999895
RS,Cerro Branco,4720.0,19101.32,-29.65389319091351,-52.942238654129206
RS,Ibarama,4393.0,25546.56,-29.420975910978164,-53.132870321630335
RS,Maximiliano de Almeida,4254.0,37875.46,-27.6326591029999,-51.8017206339999
RS,Novo Cabrais,4246.0,31363.74,-29.735000000000003,-52.9479999989999
RS,Paim Filho,3731.0,44932.84,-27.7091074579999,-51.76156814
RS,Passa Sete,5790.0,22967.57,-29.447425282999898,-52.9653198329999
RS,Progresso,6235.0,26706.68,-29.2430315529999,-52.3112307179999
RS,São José do Ouro,6911.0,66997.04,-27.773724339999898,-51.59472649199989
RS,Sobradinho,15041.0,29163.04,-29.41603774565207,-53.029101964130334
PR,Espigão Alto do Iguaçu,3980.0,40911.0,-25.4258926509999,-52.838675558999896
RS,Lagoa Vermelha,27751.0,54534.96,-28.2122554869999,-51.5230739089999
RS,Marcelino Ramos,4239.0,39590.38,-27.4642966059999,-51.908937126999895
RS,Mariano Moro,1987.0,36681.94,-27.354259624999898,-52.147983200999896
RS,Quevedos,2793.0,107161.62,-29.353010065999896,-54.0719736449999
RS,Rolante,21591.0,33884.81,-29.6510172139999,-50.576123133
RS,Sananduva,16382.0,51509.18,-27.9508873089999,-51.810283066000004
RS,Santo Expedito do Sul,2287.0,56384.95,-27.9091735119999,-51.6425402969999
RS,São Francisco de Paula,21871.0,46934.89,-29.447955613999902,-50.5839854529999
RS,São João da Urtiga,4625.0,39815.86,-27.8172107239999,-51.8299800269999
RS,Severiano de Almeida,3607.0,41422.91,-27.4323106079999,-52.1159036569999
RS,Vitória das Missões,3052.0,52269.64,-28.3509999999999,-54.495999999999896
PR,Boa Vista da Aparecida,7524.0,24632.62,-25.437202873999897,-53.40715596
RS,Caiçara,4659.0,32805.41,-27.2771101659999,-53.430963895999895
RS,Canguçu,56370.0,29448.32,-31.394948103999898,-52.6760025039999
RS,Carlos Gomes,1327.0,53087.07,-27.716177278999897,-51.9121234259999
RS,Centenário,2865.0,42156.31,-27.7608895879999,-52.000970280999894
RS,Cristal do Sul,2840.0,33359.29,-27.455274147999898,-53.248273993999895
RS,Dona Francisca,2958.0,36036.35,-29.622,-53.35699999999989
RS,Encruzilhada do Sul,26039.0,41512.46,-30.5439999999999,-52.5219999949999
RS,Faxinal do Soturno,6651.0,40611.12,-29.5749999999999,-53.444999999999894
RS,Frederico Westphalen,31675.0,45165.14,-27.3583100129999,-53.3950667409999
RS,Itaara,5573.0,51436.88,-29.61,-53.764999999999894
RS,Jaboticaba,3738.0,36578.03,-27.632920452999898,-53.278361909000004
RS,Lajeado do Bugre,2569.0,29145.22,-27.6900479589999,-53.182222609
RS,Liberato Salzano,5087.0,33898.65,-27.5999996969999,-53.0727731659999
RS,Nicolau Vergueiro,1667.0,87733.01,-28.5361352719999,-52.4625610409999
RS,Nova Boa Vista,1731.0,83964.24,-27.993279019999896,-52.98027495299989
RS,Nova Palma,6519.0,58703.35,-29.471999999999902,-53.468999999999895
RS,Novo Barreiro,4185.0,32305.57,-27.9076260299999,-53.113082868999896
RS,Novo Tiradentes,2189.0,34137.89,-27.5629948949999,-53.18323388099989
RS,Piratini,20743.0,42437.1,-31.4479485409999,-53.104046727999894
RS,Restinga Sêca,15702.0,42887.51,-29.8129999999999,-53.37499999999989
RS,Sagrada Família,2601.0,31762.83,-27.7059526769999,-53.135415345999895
RS,Santana da Boa Vista,8037.0,45402.39,-30.872,-53.114999987999894
RS,São José das Missões,2491.0,37475.0,-27.7785405039999,-53.1196894319999
RS,Seberi,10678.0,57805.09,-27.4837389009999,-53.3993212829999
RS,Silveira Martins,2365.0,36630.0,-29.6419999999999,-53.586000000000006
RS,Taquaruçu do Sul,3081.0,61297.18,-27.4010650439999,-53.468515195
RS,Três Arroios,2620.0,53891.49,-27.499704123999898,-52.147884999999896
RS,Viadutos,4628.0,44204.95,-27.571124921999896,-52.02094066
MT,Itiquira,13727.0,156247.05,-17.204948722999998,-54.146057785
SP,Tupi Paulista,15670.0,21720.31,-21.3864781229999,-51.57468814199989
MT,Alto Garças,12323.0,97187.86,-16.943469036,-53.528935896
RS,Barão do Triunfo,7550.0,18850.07,-30.39037884443865,-51.73774541679708
RS,Caibaté,4802.0,55167.67,-28.288,-54.6379999999999
RS,Cândido Godói,6106.0,58702.31,-27.9520293429999,-54.752078368999896
RS,Candiota,9707.0,282683.22,-31.5579239989999,-53.6729929409999
RS,Cerro Largo,14243.0,55941.51,-28.1489999999999,-54.73799999999989
RS,Formigueiro,6569.0,46095.12,-30.0013954439999,-53.502951536
RS,Guarani das Missões,7393.0,49049.53,-28.1409999999999,-54.55799999999989
RS,Jaguarão,26327.0,40239.75,-32.566000002,-53.3759999769999
RS,Lavras do Sul,7410.0,67155.99,-30.8130000019999,-53.8949999669999
RS,Mata,4760.0,35505.31,-29.5661044789999,-54.4599036509999
RS,Porto Mauá,2332.0,38314.42,-27.57503922,-54.6680362949999
RS,Porto Vera Cruz,1258.0,35939.08,-27.736028027999897,-54.9009590749999
RS,Santa Maria,285159.0,33532.26,-29.6839999999999,-53.806999999999896
RS,Santo Cristo,14177.0,55305.62,-27.8239723109999,-54.662981007999896
RS,São Gabriel,62187.0,43790.22,-30.336000000000002,-54.319999999999894
RS,São Martinho da Serra,3228.0,104119.72,-29.538,-53.8549999999999
RS,São Pedro do Sul,16100.0,33059.31,-29.620934241999898,-54.1791064299999
RS,São Sepé,23492.0,56671.05,-30.1610000009999,-53.564999979999904
RS,Senador Salgado Filho,2761.0,53987.11,-28.028053746,-54.5447771999999
RS,Toropi,2753.0,36808.11,-29.4779218629999,-54.227967309
RS,Ubiretama,1952.0,56727.23,-28.0459999999999,-54.6809999999999
PR,Alvorada do Sul,11598.0,29176.4,-22.7799277899999,-51.2309268559999
PR,Porecatu,12587.0,44031.43,-22.756087422999897,-51.37912817099989
RS,Campina das Missões,5325.0,44914.25,-27.988977070999898,-54.838974903
RS,Charqueadas,41705.0,41649.07,-29.9683283529999,-51.632014475999895
RS,Cruzeiro do Sul,12457.0,42787.38,-29.5129999999999,-51.98499999999989
RS,Estrela,34669.0,62633.5,-29.488830306,-51.9531737139999
RS,Fazenda Vilanova,4680.0,30090.25,-29.5909025789999,-51.823808637999896
RS,General Câmara,8339.0,33142.16,-29.9049999999999,-51.7599999999999
RS,Lajeado,86005.0,65067.95,-29.457059307506288,-51.96855751483509
RS,Maratá,2713.0,29788.54,-29.5496535419999,-51.555769647999895
RS,Mariana Pimentel,3892.0,26848.63,-30.353,-51.5829999999999
RS,Mato Leitão,4627.0,39017.82,-29.5239999999999,-52.1289999999999
RS,Montenegro,66157.0,86949.68,-29.6872560939999,-51.4604032239999
RS,Pareci Novo,3885.0,35118.04,-29.6398969339999,-51.4009059779999
RS,Paverama,8541.0,28387.36,-29.5560230419999,-51.7359889109999
RS,Poço das Antas,2105.0,62592.03,-29.4499999999999,-51.67099999999989
RS,Porto Lucena,4514.0,30053.37,-27.8559982389999,-55.0161472759999
RS,Santa Clara do Sul,6755.0,50200.65,-29.4689999999999,-52.087999999999894
RS,São Jerônimo,24569.0,27148.45,-29.9646025509999,-51.7211733629999
RS,Sério,1889.0,31535.66,-29.3829999999999,-52.2689999999999
RS,Taquari,26907.0,40661.52,-29.8,-51.8639999999999
RS,Teutônia,34275.0,45981.15,-29.4479999999999,-51.8059999999999
PR,Altônia,22293.0,20747.69,-23.871982375,-53.8948945899999
RS,Bagé,121518.0,30846.53,-31.3310000049999,-54.10699990799989
AM,Santo Antônio do Içá,20889.0,11360.72,-3.10316222222224,-67.94620499999999
AM,São Paulo de Olivença,40837.0,8182.07,-3.4619144444444596,-68.95105833333331
AM,Itamarati,7777.0,17438.6,-6.42899111111109,-68.25298722222219
RS,Cacequi,12291.0,50694.42,-29.8839612909999,-54.8249682889999
RS,Chuvisca,5518.0,23511.99,-30.7577357889621,-51.9788145829432
RS,Dom Feliciano,15556.0,22940.15,-30.705577112325233,-52.107462590131696
RS,Dom Pedrito,38222.0,57844.71,-30.9829999999999,-54.672999999999895
RS,Herval,6807.0,37256.6,-32.0240000009999,-53.3959999779999
RS,Hulha Negra,6894.0,45617.4,-31.404023279999898,-53.8691014679999
RS,Maçambará,4539.0,128231.01,-29.14728986975584,-56.063685439730286
RS,Manoel Viana,7315.0,74773.78,-29.589016029999897,-55.4830026219999
RS,Nova Esperança do Sul,5465.0,31539.73,-29.4100102589999,-54.8289835059999
RS,Pedro Osório,7683.0,35227.12,-31.8664528051948,-52.8229691172322
RS,Pirapó,2205.0,42934.46,-28.045,-55.199000000000005
RS,Quaraí,22531.0,27772.79,-30.388000027999897,-56.450999571000004
RS,Roque Gonzales,6750.0,64744.41,-28.1309999999999,-55.026
RS,Rosário do Sul,39210.0,35245.33,-30.2579999999999,-54.913999999999895
RS,Salvador das Missões,2734.0,65277.41,-28.1259999999999,-54.834999999999894
RS,Santiago,49298.0,41004.58,-29.191852816999898,-54.867045053999895
RS,Santo Antônio das Missões,9930.0,67869.46,-28.5109999999999,-55.228
RS,São Borja,59768.0,43012.23,-28.6610000119999,-56.0039997609999
RS,São Luiz Gonzaga,33124.0,57474.25,-28.408,-54.9609999999999
RS,São Miguel das Missões,7692.0,112835.1,-28.5514870099999,-54.553875264999895
RS,São Nicolau,5153.0,44254.79,-28.1829999999999,-55.266999999999896
RS,São Pedro do Butiá,2950.0,54801.17,-28.1239999999999,-54.886999999999894
RS,Unistalda,2306.0,64642.76,-29.046942587999897,-55.1499755749999
RS,Uruguaiana,126766.0,29322.46,-29.7550000459999,-57.087999309999894
PB,Alcantil,5527.0,9968.7,-7.74114208299994,-36.064903542
PR,Umuarama,113416.0,36183.64,-23.7685493249999,-53.3056564649999
AM,Envira,20748.0,10387.83,-7.4321688888889,-70.02346444444439
RR,Uiramutã,11014.0,13069.3,4.595017631919097,-60.16261055527583
RS,Barra do Quaraí,4238.0,91123.36,-30.207000074999897,-57.554998948999895
RR,Pacaraima,20108.0,16366.22,4.47525934021225,-61.1473063471493
RR,Normandia,11772.0,17232.37,3.88297828530181,-59.635206283568294
RR,Bonfim,12701.0,41131.03,3.363731721457437,-59.82975296680074
AP,Pracuúba,5370.0,15752.05,1.74226878950006,-50.7833663204999
SC,Ponte Serrada,11674.0,24929.88,-26.8691073809999,-52.020889129000004
TO,Palmeiras do Tocantins,6830.0,13961.56,-6.61124268099996,-47.548485559
SC,Santa Cecília,17004.0,38931.54,-26.9674285579999,-50.4171955579999
SC,São Ludgero,13886.0,66911.55,-28.3283794399999,-49.176194804999895
SC,Herval d'Oeste,22820.0,27341.12,-27.175612300999898,-51.4927510239999
SC,Concórdia,75683.0,60241.75,-27.2298339089999,-52.0362202769999
SC,Caçador,80017.0,58773.87,-26.7840156359999,-51.0060304949999
SC,Grão Pará,6621.0,49711.35,-28.185531892999897,-49.2146946239999
PR,Almirante Tamandaré,121420.0,15947.74,-25.3251495169999,-49.2836492579999
PR,Araruna,14029.0,39018.11,-23.929099709000003,-52.489049055
PB,Maturéia,6690.0,9239.25,-7.26560752299997,-37.341841877
PB,Riacho de Santo Antônio,1999.0,15288.7,-7.69220786899996,-36.156000690999996
RN,Cerro Corá,11182.0,12557.0,-6.04554637199993,-36.3479561939999
MG,Orizânia,8138.0,14998.7,-20.5050431239999,-42.2069236219999
MG,Rio Novo,8964.0,13398.92,-21.4752380119999,-43.127150977999904
MG,Tabuleiro,3669.0,17915.28,-21.3587670649999,-43.2497459419999
PR,Faxinal,17379.0,28779.4,-23.996097877,-51.3199284599999
RJ,Belford Roxo,515239.0,17156.71,-22.7361838489999,-43.3771063729999
RJ,Barra Mansa,185237.0,34816.53,-22.5298055609999,-44.18380121999989
RJ,Mangaratiba,45941.0,69913.59,-22.9418136389999,-44.0405364029999
RJ,Queimados,152311.0,28636.92,-22.7128016149999,-43.5650280569999
MG,Frei Inocêncio,9716.0,15488.87,-18.5654066449999,-41.9048607099999
SP,Ilhabela,36194.0,385605.85,-23.812881929999897,-45.363613616
SP,Itaquaquecetuba,379082.0,25112.29,-23.491299071,-46.3553767369999
SP,Mogi das Cruzes,455587.0,43031.34,-23.5383635469999,-46.2034998639999
SP,São Sebastião,91637.0,174696.31,-23.806592214351568,-45.40275010219412
TO,Couto Magalhães,5690.0,35759.76,-8.360244589873568,-49.17755181145299
TO,Araguatins,36573.0,14472.16,-5.65104058199995,-48.114239031
MT,Nova Nazaré,4013.0,35035.46,-13.989689413999898,-51.801200186
MT,Rio Branco,5147.0,20830.42,-15.242934207,-58.1172962699999
TO,Ipueiras,2088.0,22879.08,-11.241794919,-48.4434275959999
TO,São Valério,3848.0,40731.32,-11.9732243289999,-48.233632309
MS,Jaraguari,7342.0,51488.62,-20.10586817467532,-54.43764344989965
MT,Várzea Grande,290383.0,34151.42,-15.6658378339999,-56.128956321000004
MT,Mirassol d'Oeste,28135.0,29702.61,-15.6745864659999,-58.0896340369999
MT,Campinápolis,16223.0,26958.25,-14.541125009638622,-52.793919618863754
MA,Esperantinópolis,16971.0,9369.44,-4.8767187250555475,-44.88043013448561
PB,Borborema,5311.0,13030.55,-6.806093184999949,-35.599468546000004
PE,Belém do São Francisco,20730.0,17669.71,-8.75353385699998,-38.963351491
PB,Alagoinha,14629.0,9468.2,-6.95126522099997,-35.5463192449999
PB,Belém,17733.0,12297.24,-6.69433824099997,-35.537118167
PB,Caiçara,7182.0,9142.39,-6.61520823499995,-35.46819714
PB,Caldas Brandão,6077.0,12293.26,-7.168980905415428,-35.343023129711774
PB,Campina Grande,413830.0,25066.11,-7.233087301999939,-35.8908111
MG,Santa Luzia,221705.0,23863.19,-19.7699999999999,-43.85099999999989
PB,Juarez Távora,8014.0,9124.1,-7.17165986699996,-35.591608278
PB,Massaranduba,14077.0,9262.0,-7.181242231702384,-35.73364904038077
PB,Remígio,19973.0,9080.26,-6.968053118999929,-35.792306481
RN,Passagem,3114.0,14813.47,-6.28029862499994,-35.37848215
MG,Pedra Azul,24333.0,16498.08,-16.005908475,-41.281743196
MG,Salto da Divisa,7014.0,18829.72,-15.998162673233344,-39.95005242801856
RN,Lagoa d'Anta,6851.0,10339.92,-6.39159880599993,-35.597372729
MA,São Félix de Balsas,4540.0,18980.02,-7.084252838058143,-44.81718678551567
MA,Caxias,166159.0,12716.38,-4.879521641999929,-43.346047208
PE,Itacuruba,5013.0,14220.22,-8.726299393224537,-38.68754443242493
PB,Caaporã,22079.0,21157.09,-7.514270869926457,-34.916174155815774
PB,Cabedelo,69773.0,45182.89,-6.97182144999994,-34.8331166629999
PB,Juripiranga,10830.0,10836.82,-7.372594200999969,-35.23723604600001
MG,Ipatinga,267333.0,65869.82,-19.467999952,-42.5370021339999
MG,Nova Lima,97378.0,216092.4,-19.9859999999999,-43.846999999999895
MG,Ouro Preto,74824.0,127232.37,-20.3884288249999,-43.5044919499999
MG,Piumhi,35137.0,36452.59,-20.4649999999999,-45.9579999999999
MG,Sabará,137877.0,30474.48,-19.8859999999999,-43.806999999999896
MG,Sete Lagoas,243950.0,51894.81,-19.466,-44.24699999999989
PR,Carambeí,24225.0,65176.2,-24.950127508144575,-50.12184635266956
PR,Salto do Itararé,4862.0,21322.09,-23.6009999999999,-49.626000000999895
MG,Pompéu,32248.0,36287.11,-19.2254947849999,-44.992184460999894
RS,Arroio dos Ratos,14201.0,25163.34,-30.076999999,-51.7290000019999
MG,Confins,6867.0,70734.21,-19.6329999999999,-43.9829999999999
MG,Corinto,23607.0,25937.03,-18.380105697999902,-44.4572420289999
MG,Cristiano Otoni,5161.0,23967.13,-20.8312386469999,-43.8054081239999
RS,Cachoeirinha,132144.0,48874.53,-29.9324757139999,-51.077076072
RS,Campo Bom,69981.0,51443.5,-29.6811393579999,-51.05283222599989
RS,Canela,45957.0,34711.89,-29.3660261749999,-50.8159511429999
RS,Capão do Leão,25462.0,32600.83,-31.7686133429999,-52.5018684539999
RS,Caxias do Sul,523716.0,60506.95,-29.1490572479999,-51.1858485189999
RS,Carazinho,62413.0,61635.35,-28.2839999999999,-52.785999995999894
RS,Cerrito,6005.0,26865.43,-31.8533331683746,-52.8120360865487
RS,Cidreira,16897.0,21427.39,-30.168126233999896,-50.2019531019999
RS,Colinas,2466.0,35364.42,-29.3858366149999,-51.8687490659999
RS,Ernestina,3171.0,83742.62,-28.4989999999999,-52.572999997000004
RS,Garibaldi,35794.0,83756.02,-29.2567763779999,-51.52042030999989
RS,Independência,6054.0,81626.01,-27.850763937999897,-54.1910187429999
RS,Itacurubi,3456.0,71263.11,-28.7984250069999,-55.2358259
RS,Ivoti,25068.0,47087.23,-29.610814188999896,-51.1635501549999
RS,Nova Petrópolis,21717.0,44789.05,-29.3629766489999,-51.08656465199989
RS,Rio Grande,212881.0,62392.39,-32.0570990691579,-52.1491276840365
RS,São Sebastião do Caí,26161.0,34381.59,-29.5717750119999,-51.3590886109999
RS,Tabaí,4816.0,29502.75,-29.689564653694607,-51.72046645305204
RS,Tupandi,5019.0,106314.39,-29.49214524,-51.41546051899989
RS,União da Serra,1084.0,84108.0,-28.752967764123305,-52.015292727253865
RS,Vera Cruz,27325.0,30254.93,-29.7149999999999,-52.505999999999894
MG,Itueta,6074.0,20119.67,-19.394464567148997,-41.225431901552696
RS,Alegrete,72493.0,42485.08,-29.7830000129999,-55.791999778999894
RO,Vilhena,104517.0,40328.81,-12.7413734718029,-60.1385838660987
RO,Alto Alegre dos Parecis,13268.0,36454.01,-12.1276733333333,-61.8548505555555
AC,Santa Rosa do Purus,6893.0,15747.15,-9.43622555555555,-70.4905372222222
AC,Sena Madureira,47168.0,15860.21,-9.064782222222219,-68.6557188888889
AC,Marechal Thaumaturgo,19727.0,13020.98,-8.94758055555553,-72.7879661111111
AM,Coari,86713.0,38982.37,-4.08664333333331,-63.1356472222222
AM,Guajará,17193.0,10313.51,-7.54980944444441,-72.5881138888889
AM,Carauari,28719.0,12906.32,-4.88259611111113,-66.8991311111111
RR,Caracaraí,22635.0,20026.4,1.80858993797667,-61.13259815159719
PA,Anajás,30091.0,8607.88,-0.9867404562570415,-49.94464969502278
PA,Monte Alegre,58289.0,13850.64,-1.98917522322965,-54.0778922937196
AP,Mazagão,22468.0,16812.11,-0.12439632882110101,-51.2860768561012
RJ,Piraí,29802.0,82208.92,-22.6287569098054,-43.899351185765596
RO,Rolim de Moura,55748.0,28076.24,-11.722258913380701,-61.78578093518539
RO,Guajará-Mirim,46930.0,22462.79,-10.7738837406704,-65.3239518196923
AM,Careiro,38820.0,10180.17,-3.82244727004599,-60.36380984370889
SP,Tatuí,124134.0,40892.85,-23.355999999999902,-47.85699999999989
AM,Manaquiri,33981.0,9162.03,-3.4290796693526198,-60.4588813063745
AM,Beruri,20503.0,10333.67,-3.89451340981805,-61.3715708916658
MT,Apiacás,10431.0,22418.58,-9.5689791069999,-57.39202619899989
